CustomerID,Recency,Frequency,MonetaryValue,R,F,M,RFM_Score,RFM_Segment,RFM_Level_3,RFM_Level_5
14162,174,4,35.849999999999994,1,1,1,3,111,Low,ImmediatelyAddress
14163,87,16,524.8399999999999,2,3,4,9,234,Top,Safe
14164,81,4,131.4,2,1,2,5,212,Low,Concerning
14165,276,9,49.480000000000004,1,2,1,4,121,Low,ImmediatelyAddress
14167,39,13,167.95,3,3,3,9,333,Top,Safe
14171,98,11,83.57,2,3,2,7,232,Middle,Middle
14173,11,5,53.68000000000001,4,2,1,7,421,Middle,Middle
14174,33,5,19.05,3,2,1,6,321,Middle,Concerning
14175,60,34,707.59,2,4,4,10,244,Top,Safe
14176,297,9,151.9,1,2,3,6,123,Middle,Concerning
14177,96,9,68.30000000000001,2,2,2,6,222,Middle,Concerning
14178,9,69,342.88999999999993,4,4,4,12,444,Top,Whale
14179,41,36,149.38000000000002,3,4,3,10,343,Top,Safe
14180,11,44,837.1500000000001,4,4,4,12,444,Top,Whale
14184,67,6,110.64,2,2,2,6,222,Middle,Concerning
14185,331,1,165.0,1,1,3,5,113,Low,Concerning
14188,31,15,422.40000000000003,3,3,4,10,334,Top,Safe
14189,2,58,1121.4699999999998,4,4,4,12,444,Top,Whale
14191,2,48,896.0699999999997,4,4,4,12,444,Top,Whale
14193,68,8,157.2,2,2,3,7,223,Middle,Middle
14194,5,115,2343.4499999999994,4,4,4,12,444,Top,Whale
14195,252,1,100.80000000000001,1,1,2,4,112,Low,ImmediatelyAddress
14196,107,2,244.79999999999998,2,1,3,6,213,Middle,Concerning
14198,18,6,106.75,4,2,2,8,422,Middle,ImmediatelyAddress
14201,60,7,113.17999999999999,2,2,2,6,222,Middle,Concerning
14204,2,11,45.6,4,3,1,8,431,Middle,ImmediatelyAddress
14205,17,6,113.7,4,2,2,8,422,Middle,ImmediatelyAddress
14206,239,3,56.99999999999999,1,1,1,3,111,Low,ImmediatelyAddress
14208,95,1,10.5,2,1,1,4,211,Low,ImmediatelyAddress
14209,121,7,119.75000000000001,2,2,2,6,222,Middle,Concerning
14210,106,24,434.8400000000001,2,4,4,10,244,Top,Safe
14211,53,16,299.82,2,3,3,8,233,Middle,ImmediatelyAddress
14212,90,3,339.4,2,1,4,7,214,Middle,Middle
14214,170,11,196.59,1,3,3,7,133,Middle,Middle
14215,12,18,311.25,4,3,3,10,433,Top,Safe
14216,3,10,276.86,4,3,3,10,433,Top,Safe
14217,12,32,631.4300000000001,4,4,4,12,444,Top,Whale
14218,43,4,54.56,3,1,1,5,311,Low,Concerning
14219,4,1,4.68,4,1,1,6,411,Middle,Concerning
14220,247,8,307.2,1,2,3,6,123,Middle,Concerning
14221,42,33,588.7899999999998,3,4,4,11,344,Top,Whale
14222,177,13,212.21999999999997,1,3,3,7,133,Middle,Middle
14223,92,8,111.92,2,2,2,6,222,Middle,Concerning
14224,110,22,214.73,2,4,3,9,243,Top,Safe
14226,30,13,461.20000000000005,3,3,4,10,334,Top,Safe
14227,26,33,677.8799999999999,3,4,4,11,344,Top,Whale
14229,52,8,313.98,3,2,3,8,323,Middle,ImmediatelyAddress
14231,184,11,164.62,1,3,3,7,133,Middle,Middle
14232,43,23,475.26,3,4,4,11,344,Top,Whale
14233,49,6,174.76000000000002,3,2,3,8,323,Middle,ImmediatelyAddress
14234,30,35,182.75,3,4,3,10,343,Top,Safe
14235,158,17,701.48,1,3,4,8,134,Middle,ImmediatelyAddress
14236,81,3,33.839999999999996,2,1,1,4,211,Low,ImmediatelyAddress
14239,43,21,507.06000000000006,3,3,4,10,334,Top,Safe
14240,30,5,80.16,3,2,2,7,322,Middle,Middle
14241,184,3,94.60000000000001,1,1,2,4,112,Low,ImmediatelyAddress
14242,235,2,34.55,1,1,1,3,111,Low,ImmediatelyAddress
14243,9,21,341.13,4,3,4,11,434,Top,Whale
14245,220,20,298.72,1,3,3,7,133,Middle,Middle
14246,111,12,233.14000000000001,2,3,3,8,233,Middle,ImmediatelyAddress
14247,278,4,21.799999999999997,1,1,1,3,111,Low,ImmediatelyAddress
14248,318,3,43.379999999999995,1,1,1,3,111,Low,ImmediatelyAddress
14250,7,20,365.54,4,3,4,11,434,Top,Whale
14251,2,14,537.0,4,3,4,11,434,Top,Whale
14256,260,17,301.29999999999995,1,3,3,7,133,Middle,Middle
14257,123,18,358.75,2,3,4,9,234,Top,Safe
14258,90,22,2687.34,2,4,4,10,244,Top,Safe
14259,142,1,15.9,2,1,1,4,211,Low,ImmediatelyAddress
14261,51,8,256.5,3,2,3,8,323,Middle,ImmediatelyAddress
14262,8,22,482.82000000000005,4,4,4,12,444,Top,Whale
14264,155,4,79.7,1,1,2,4,112,Low,ImmediatelyAddress
14267,163,10,311.68,1,3,3,7,133,Middle,Middle
14270,332,6,111.30000000000001,1,2,2,5,122,Low,Concerning
14271,226,1,11.9,1,1,1,3,111,Low,ImmediatelyAddress
14272,74,7,86.30000000000001,2,2,2,6,222,Middle,Concerning
14273,136,2,35.099999999999994,2,1,1,4,211,Low,ImmediatelyAddress
14276,99,12,212.65999999999997,2,3,3,8,233,Middle,ImmediatelyAddress
14280,197,2,20.94,1,1,1,3,111,Low,ImmediatelyAddress
14282,3,36,781.22,4,4,4,12,444,Top,Whale
14284,31,6,109.44999999999999,3,2,2,7,322,Middle,Middle
14285,21,4,199.92,3,1,3,7,313,Middle,Middle
14286,24,64,1011.76,3,4,4,11,344,Top,Whale
14287,8,2,35.400000000000006,4,1,1,6,411,Middle,Concerning
14288,213,4,80.7,1,1,2,4,112,Low,ImmediatelyAddress
14289,9,8,178.2,4,2,3,9,423,Top,Safe
14290,11,26,648.19,4,4,4,12,444,Top,Whale
14291,2,57,1054.1399999999999,4,4,4,12,444,Top,Whale
14292,8,19,793.6800000000001,4,3,4,11,434,Top,Whale
14293,3,7,146.31,4,2,3,9,423,Top,Safe
14295,40,2,50.400000000000006,3,1,1,5,311,Low,Concerning
14297,18,13,283.21,4,3,3,10,433,Top,Safe
14298,8,325,9798.25999999999,4,4,4,12,444,Top,Whale
14299,8,24,542.5599999999998,4,4,4,12,444,Top,Whale
14301,117,2,168.12,2,1,3,6,213,Middle,Concerning
14304,223,5,96.5,1,2,2,5,122,Low,Concerning
14305,71,19,364.62999999999994,2,3,4,9,234,Top,Safe
14306,51,3,208.5,3,1,3,7,313,Middle,Middle
14307,89,44,724.9899999999998,2,4,4,10,244,Top,Safe
14309,8,27,671.6700000000001,4,4,4,12,444,Top,Whale
14311,243,6,96.55000000000001,1,2,2,5,122,Low,Concerning
14312,47,16,262.54,3,3,3,9,333,Top,Safe
14314,107,1,9.120000000000001,2,1,1,4,211,Low,ImmediatelyAddress
14315,45,25,647.35,3,4,4,11,344,Top,Whale
14317,65,6,142.38,2,2,3,7,223,Middle,Middle
14320,333,7,93.09,1,2,2,5,122,Low,Concerning
14321,11,24,271.92,4,4,3,11,443,Top,Whale
14323,115,13,208.07999999999998,2,3,3,8,233,Middle,ImmediatelyAddress
14326,242,2,40.2,1,1,1,3,111,Low,ImmediatelyAddress
14327,163,4,90.19999999999999,1,1,2,4,112,Low,ImmediatelyAddress
14329,17,46,967.2800000000002,4,4,4,12,444,Top,Whale
14331,135,4,58.379999999999995,2,1,1,4,211,Low,ImmediatelyAddress
14332,23,7,84.36000000000001,3,2,2,7,322,Middle,Middle
14333,68,2,29.1,2,1,1,4,211,Low,ImmediatelyAddress
14334,94,35,596.5600000000001,2,4,4,10,244,Top,Safe
14336,17,17,342.82,4,3,4,11,434,Top,Whale
14338,196,3,59.6,1,1,2,4,112,Low,ImmediatelyAddress
14339,243,4,116.1,1,1,2,4,112,Low,ImmediatelyAddress
14340,219,3,65.4,1,1,2,4,112,Low,ImmediatelyAddress
14341,45,23,363.03000000000003,3,4,4,11,344,Top,Whale
14342,21,5,169.56,3,2,3,8,323,Middle,ImmediatelyAddress
14344,127,11,164.24,2,3,3,8,233,Middle,ImmediatelyAddress
14345,39,2,32.85,3,1,1,5,311,Low,Concerning
14346,121,13,274.36,2,3,3,8,233,Middle,ImmediatelyAddress
14348,260,3,47.7,1,1,1,3,111,Low,ImmediatelyAddress
14349,10,8,25.49,4,2,1,7,421,Middle,Middle
14350,274,3,31.86,1,1,1,3,111,Low,ImmediatelyAddress
14351,165,1,51.0,1,1,1,3,111,Low,ImmediatelyAddress
14352,235,8,236.60000000000002,1,2,3,6,123,Middle,Concerning
14353,215,2,18.9,1,1,1,3,111,Low,ImmediatelyAddress
14354,6,3,48.599999999999994,4,1,1,6,411,Middle,Concerning
14355,366,2,40.5,1,1,1,3,111,Low,ImmediatelyAddress
14356,80,9,138.46999999999997,2,2,2,6,222,Middle,Concerning
14357,43,5,25.25,3,2,1,6,321,Middle,Concerning
14359,19,11,189.3,4,3,3,10,433,Top,Safe
14360,32,32,675.6999999999999,3,4,4,11,344,Top,Whale
14362,22,9,36.8,3,2,1,6,321,Middle,Concerning
14364,135,18,1066.0,2,3,4,9,234,Top,Safe
14367,8,114,1913.41,4,4,4,12,444,Top,Whale
14368,320,1,17.0,1,1,1,3,111,Low,ImmediatelyAddress
14371,295,1,26.099999999999998,1,1,1,3,111,Low,ImmediatelyAddress
14373,358,1,24.95,1,1,1,3,111,Low,ImmediatelyAddress
14375,185,22,87.09999999999998,1,4,2,7,142,Middle,Middle
14377,191,3,115.85,1,1,2,4,112,Low,ImmediatelyAddress
14379,44,9,80.97,3,2,2,7,322,Middle,Middle
14381,52,11,40.2,3,3,1,7,331,Middle,Middle
14382,26,28,176.65000000000003,3,4,3,10,343,Top,Safe
14383,38,12,348.0199999999999,3,3,4,10,334,Top,Safe
14385,9,4,71.05,4,1,2,7,412,Middle,Middle
14386,297,2,27.900000000000002,1,1,1,3,111,Low,ImmediatelyAddress
14387,33,26,368.13,3,4,4,11,344,Top,Whale
14388,10,38,639.54,4,4,4,12,444,Top,Whale
14389,65,11,220.1,2,3,3,8,233,Middle,ImmediatelyAddress
14390,10,59,961.7599999999999,4,4,4,12,444,Top,Whale
14393,218,2,29.75,1,1,1,3,111,Low,ImmediatelyAddress
14395,2,71,720.1000000000001,4,4,4,12,444,Top,Whale
14396,65,13,124.02000000000001,2,3,2,7,232,Middle,Middle
14397,3,21,498.9799999999999,4,3,4,11,434,Top,Whale
14400,149,4,153.14000000000001,2,1,3,6,213,Middle,Concerning
14401,4,38,805.9599999999999,4,4,4,12,444,Top,Whale
14403,217,6,546.8100000000001,1,2,4,7,124,Middle,Middle
14404,34,22,237.2,3,4,3,10,343,Top,Safe
14406,119,1,15.299999999999999,2,1,1,4,211,Low,ImmediatelyAddress
14407,107,12,471.99,2,3,4,9,234,Top,Safe
14408,11,21,589.42,4,3,4,11,434,Top,Whale
14409,71,11,324.40999999999997,2,3,3,8,233,Middle,ImmediatelyAddress
14410,92,36,257.50999999999993,2,4,3,9,243,Top,Safe
14411,311,3,286.20000000000005,1,1,3,5,113,Low,Concerning
14412,43,9,114.13,3,2,2,7,322,Middle,Middle
14413,362,3,14.45,1,1,1,3,111,Low,ImmediatelyAddress
14414,92,25,347.46000000000004,2,4,4,10,244,Top,Safe
14415,1,102,1044.5499999999997,4,4,4,12,444,Top,Whale
14416,42,2,36.1,3,1,1,5,311,Low,Concerning
14418,4,29,499.59,4,4,4,12,444,Top,Whale
14419,11,37,202.57000000000002,4,4,3,11,443,Top,Whale
14420,99,4,48.36,2,1,1,4,211,Low,ImmediatelyAddress
14421,57,7,197.37,2,2,3,7,223,Middle,Middle
14422,1,46,829.7200000000001,4,4,4,12,444,Top,Whale
14426,24,55,1046.6200000000001,3,4,4,11,344,Top,Whale
14427,64,6,99.58000000000001,2,2,2,6,222,Middle,Concerning
14428,7,23,218.89,4,4,3,11,443,Top,Whale
14431,303,2,43.2,1,1,1,3,111,Low,ImmediatelyAddress
14432,10,92,515.18,4,4,4,12,444,Top,Whale
14434,38,1,69.6,3,1,2,6,312,Middle,Concerning
14436,99,1,9.48,2,1,1,4,211,Low,ImmediatelyAddress
14437,366,1,10.2,1,1,1,3,111,Low,ImmediatelyAddress
14438,306,3,47.5,1,1,1,3,111,Low,ImmediatelyAddress
14440,8,15,754.14,4,3,4,11,434,Top,Whale
14441,1,12,466.63999999999993,4,3,4,11,434,Top,Whale
14443,54,24,364.97,2,4,4,10,244,Top,Safe
14446,1,60,266.84,4,4,3,11,443,Top,Whale
14447,19,20,344.00000000000006,4,3,4,11,434,Top,Whale
14448,364,4,12.0,1,1,1,3,111,Low,ImmediatelyAddress
14449,19,38,175.85999999999996,4,4,3,11,443,Top,Whale
14450,181,6,80.55000000000001,1,2,2,5,122,Low,Concerning
14451,60,17,94.84,2,3,2,7,232,Middle,Middle
14452,11,8,35.91,4,2,1,7,421,Middle,Middle
14453,190,5,34.43,1,2,1,4,121,Low,ImmediatelyAddress
14456,5,188,636.6600000000001,4,4,4,12,444,Top,Whale
14459,155,6,227.60000000000002,1,2,3,6,123,Middle,Concerning
14461,148,26,340.41999999999996,2,4,4,10,244,Top,Safe
14462,66,38,309.34,2,4,3,9,243,Top,Safe
14463,205,1,76.32000000000001,1,1,2,4,112,Low,ImmediatelyAddress
14465,247,23,134.35000000000002,1,4,2,7,142,Middle,Middle
14466,29,12,505.74999999999994,3,3,4,10,334,Top,Safe
14467,18,10,50.650000000000006,4,3,1,8,431,Middle,ImmediatelyAddress
14470,12,11,109.03999999999999,4,3,2,9,432,Top,Safe
14472,104,54,365.2299999999999,2,4,4,10,244,Top,Safe
14473,282,1,85.0,1,1,2,4,112,Low,ImmediatelyAddress
14474,46,2,32.3,3,1,1,5,311,Low,Concerning
14475,72,8,252.84999999999997,2,2,3,7,223,Middle,Middle
14476,257,4,55.75,1,1,1,3,111,Low,ImmediatelyAddress
14477,51,1,179.0,3,1,3,7,313,Middle,Middle
14479,254,3,66.1,1,1,2,4,112,Low,ImmediatelyAddress
14481,165,3,54.800000000000004,1,1,1,3,111,Low,ImmediatelyAddress
14482,18,26,253.60999999999999,4,4,3,11,443,Top,Whale
14484,50,3,78.2,3,1,2,6,312,Middle,Concerning
14485,39,11,39.71,3,3,1,7,331,Middle,Middle
14487,27,33,306.3,3,4,3,10,343,Top,Safe
14488,68,12,188.48000000000002,2,3,3,8,233,Middle,ImmediatelyAddress
14489,207,4,52.5,1,1,1,3,111,Low,ImmediatelyAddress
14491,175,4,65.15,1,1,2,4,112,Low,ImmediatelyAddress
14493,7,24,465.48,4,4,4,12,444,Top,Whale
14494,26,1,30.0,3,1,1,5,311,Low,Concerning
14495,121,1,19.799999999999997,2,1,1,4,211,Low,ImmediatelyAddress
14496,312,4,173.01,1,1,3,5,113,Low,Concerning
14497,309,6,105.96000000000001,1,2,2,5,122,Low,Concerning
14498,43,34,441.0700000000001,3,4,4,11,344,Top,Whale
14499,26,41,165.94999999999996,3,4,3,10,343,Top,Safe
14501,184,4,93.18,1,1,2,4,112,Low,ImmediatelyAddress
14502,20,127,444.1799999999998,3,4,4,11,344,Top,Whale
14503,3,29,786.11,4,4,4,12,444,Top,Whale
14504,47,21,121.83000000000001,3,3,2,8,332,Middle,ImmediatelyAddress
14505,17,152,1150.3799999999999,4,4,4,12,444,Top,Whale
14506,17,67,392.98,4,4,4,12,444,Top,Whale
14507,40,24,333.16,3,4,3,10,343,Top,Safe
14508,22,14,83.95999999999998,3,3,2,8,332,Middle,ImmediatelyAddress
14511,11,20,315.64,4,3,3,10,433,Top,Safe
14512,188,5,75.35000000000001,1,2,2,5,122,Low,Concerning
14513,207,2,53.65,1,1,1,3,111,Low,ImmediatelyAddress
14514,61,11,125.08,2,3,2,7,232,Middle,Middle
14515,18,18,365.9799999999999,4,3,4,11,434,Top,Whale
14517,33,5,75.95,3,2,2,7,322,Middle,Middle
14518,64,5,64.09,2,2,2,6,222,Middle,Concerning
14520,2,1,62.400000000000006,4,1,2,7,412,Middle,Middle
14522,92,3,189.42000000000002,2,1,3,6,213,Middle,Concerning
14523,108,2,22.4,2,1,1,4,211,Low,ImmediatelyAddress
14524,32,28,293.9599999999999,3,4,3,10,343,Top,Safe
14525,20,57,728.68,3,4,4,11,344,Top,Whale
14527,3,199,1718.330000000002,4,4,4,12,444,Top,Whale
14528,37,4,150.24,3,1,3,7,313,Middle,Middle
14529,60,42,122.15000000000002,2,4,2,8,242,Middle,ImmediatelyAddress
14530,26,53,742.5799999999999,3,4,4,11,344,Top,Whale
14532,236,7,96.45,1,2,2,5,122,Low,Concerning
14533,25,12,447.06,3,3,4,10,334,Top,Safe
14534,3,108,1082.5,4,4,4,12,444,Top,Whale
14535,60,75,711.72,2,4,4,10,244,Top,Safe
14536,260,2,59.5,1,1,2,4,112,Low,ImmediatelyAddress
14537,58,3,100.68,2,1,2,5,212,Low,Concerning
14538,65,2,32.7,2,1,1,4,211,Low,ImmediatelyAddress
14539,16,5,114.0,4,2,2,8,422,Middle,ImmediatelyAddress
14540,10,15,200.32,4,3,3,10,433,Top,Safe
14541,169,25,299.64000000000004,1,4,3,8,143,Middle,ImmediatelyAddress
14543,30,13,546.4300000000001,3,3,4,10,334,Top,Safe
14544,24,24,406.79999999999995,3,4,4,11,344,Top,Whale
14546,5,70,503.6999999999998,4,4,4,12,444,Top,Whale
14547,4,79,1008.0100000000003,4,4,4,12,444,Top,Whale
14548,318,2,326.4,1,1,3,5,113,Low,Concerning
14549,311,8,40.080000000000005,1,2,1,4,121,Low,ImmediatelyAddress
14550,11,8,103.81,4,2,2,8,422,Middle,ImmediatelyAddress
14551,204,2,27.64,1,1,1,3,111,Low,ImmediatelyAddress
14552,152,9,31.119999999999994,1,2,1,4,121,Low,ImmediatelyAddress
14553,19,18,166.84000000000003,4,3,3,10,433,Top,Safe
14554,10,53,709.0799999999998,4,4,4,12,444,Top,Whale
14555,302,3,32.45,1,1,1,3,111,Low,ImmediatelyAddress
14557,85,5,260.46000000000004,2,2,3,7,223,Middle,Middle
14560,7,14,338.9599999999999,4,3,4,11,434,Top,Whale
14561,76,9,140.61,2,2,3,7,223,Middle,Middle
14562,4,95,1040.98,4,4,4,12,444,Top,Whale
14565,96,29,725.87,2,4,4,10,244,Top,Safe
14567,57,4,176.4,2,1,3,6,213,Middle,Concerning
14569,1,2,4.15,4,1,1,6,411,Middle,Concerning
14570,281,8,49.6,1,2,1,4,121,Low,ImmediatelyAddress
14572,40,57,451.37999999999994,3,4,4,11,344,Top,Whale
14573,180,35,197.75000000000003,1,4,3,8,143,Middle,ImmediatelyAddress
14577,13,21,162.32,4,3,3,10,433,Top,Safe
14578,3,5,59.03,4,2,1,7,421,Middle,Middle
14581,17,5,57.95000000000001,4,2,1,7,421,Middle,Middle
14582,41,2,21.459999999999997,3,1,1,5,311,Low,Concerning
14583,6,62,173.88000000000008,4,4,3,11,443,Top,Whale
14584,169,11,113.52000000000001,1,3,2,6,132,Middle,Concerning
14585,50,7,38.51,3,2,1,6,321,Middle,Concerning
14586,277,4,34.44,1,1,1,3,111,Low,ImmediatelyAddress
14587,19,59,204.12,4,4,3,11,443,Top,Whale
14589,372,1,7.95,1,1,1,3,111,Low,ImmediatelyAddress
14591,15,37,190.35,4,4,3,11,443,Top,Whale
14592,35,29,82.98,3,4,2,9,342,Top,Safe
14593,22,32,223.36,3,4,3,10,343,Top,Safe
14594,7,11,90.13000000000001,4,3,2,9,432,Top,Safe
14595,24,17,297.47,3,3,3,9,333,Top,Safe
14597,11,8,138.92,4,2,2,8,422,Middle,ImmediatelyAddress
14598,44,11,51.03,3,3,1,7,331,Middle,Middle
14600,306,7,123.75000000000003,1,2,2,5,122,Low,Concerning
14601,11,1,35.400000000000006,4,1,1,6,411,Middle,Concerning
14603,275,1,509.99999999999994,1,1,4,6,114,Middle,Concerning
14606,1,548,2494.3700000000003,4,4,4,12,444,Top,Whale
14607,19,15,3195.06,4,3,4,11,434,Top,Whale
14608,4,6,580.6,4,2,4,10,424,Top,Safe
14616,243,1,158.4,1,1,3,5,113,Low,Concerning
14618,9,2,60.0,4,1,2,7,412,Middle,Middle
14619,246,3,51.900000000000006,1,1,1,3,111,Low,ImmediatelyAddress
14620,206,5,76.46000000000001,1,2,2,5,122,Low,Concerning
14621,1,23,499.54,4,4,4,12,444,Top,Whale
14622,185,6,64.7,1,2,2,5,122,Low,Concerning
14623,32,31,176.86999999999998,3,4,3,10,343,Top,Safe
14624,57,1,15.600000000000001,2,1,1,4,211,Low,ImmediatelyAddress
14625,196,8,145.6,1,2,3,6,123,Middle,Concerning
14626,24,25,491.6,3,4,4,11,344,Top,Whale
14628,91,8,153.03,2,2,3,7,223,Middle,Middle
14629,4,25,131.26000000000002,4,4,2,10,442,Top,Safe
14631,51,12,325.84000000000003,3,3,3,9,333,Top,Safe
14632,263,1,15.9,1,1,1,3,111,Low,ImmediatelyAddress
14633,266,4,82.45,1,1,2,4,112,Low,ImmediatelyAddress
14636,36,6,127.80000000000001,3,2,2,7,322,Middle,Middle
14638,51,3,113.99000000000001,3,1,2,6,312,Middle,Concerning
14639,52,36,609.3100000000002,3,4,4,11,344,Top,Whale
14640,24,21,497.7400000000001,3,3,4,10,334,Top,Safe
14641,22,3,59.75999999999999,3,1,2,6,312,Middle,Concerning
14643,170,2,29.72,1,1,1,3,111,Low,ImmediatelyAddress
14644,68,6,146.3,2,2,3,7,223,Middle,Middle
14645,157,8,127.19,1,2,2,5,122,Low,Concerning
14647,201,7,120.35000000000001,1,2,2,5,122,Low,Concerning
14649,5,36,265.57,4,4,3,11,443,Top,Whale
14651,67,24,136.02,2,4,2,8,242,Middle,ImmediatelyAddress
14652,77,4,13.79,2,1,1,4,211,Low,ImmediatelyAddress
14653,1,39,344.52,4,4,4,12,444,Top,Whale
14655,8,4,162.2,4,1,3,8,413,Middle,ImmediatelyAddress
14656,169,17,65.89,1,3,2,6,132,Middle,Concerning
14657,18,25,162.22000000000003,4,4,3,11,443,Top,Whale
14658,5,6,39.09,4,2,1,7,421,Middle,Middle
14659,9,40,402.61,4,4,4,12,444,Top,Whale
14660,87,6,31.47,2,2,1,5,221,Low,Concerning
14662,29,28,116.83000000000001,3,4,2,9,342,Top,Safe
14664,20,22,106.72,3,4,2,9,342,Top,Safe
14665,61,19,404.4199999999999,2,3,4,9,234,Top,Safe
14666,24,3,34.3,3,1,1,5,311,Low,Concerning
14667,11,120,2029.59,4,4,4,12,444,Top,Whale
14669,242,44,306.5899999999999,1,4,3,8,143,Middle,ImmediatelyAddress
14670,280,30,138.18,1,4,2,7,142,Middle,Middle
14672,235,15,179.50000000000006,1,3,3,7,133,Middle,Middle
14673,3,14,262.14,4,3,3,10,433,Top,Safe
14675,16,22,108.7,4,4,2,10,442,Top,Safe
14676,31,9,765.96,3,2,4,9,324,Top,Safe
14680,72,41,3945.7399999999993,2,4,4,10,244,Top,Safe
14681,212,1,340.0,1,1,4,6,114,Middle,Concerning
14682,201,1,20.8,1,1,1,3,111,Low,ImmediatelyAddress
14684,26,92,336.76999999999975,3,4,3,10,343,Top,Safe
14687,107,2,49.8,2,1,1,4,211,Low,ImmediatelyAddress
14688,8,58,956.45,4,4,4,12,444,Top,Whale
14689,209,3,17.7,1,1,1,3,111,Low,ImmediatelyAddress
14690,44,12,99.68,3,3,2,8,332,Middle,ImmediatelyAddress
14691,31,13,469.0900000000001,3,3,4,10,334,Top,Safe
14692,137,11,97.85,2,3,2,7,232,Middle,Middle
14693,264,2,134.1,1,1,2,4,112,Low,ImmediatelyAddress
14696,4,28,475.3,4,4,4,12,444,Top,Whale
14697,218,5,29.089999999999996,1,2,1,4,121,Low,ImmediatelyAddress
14698,2,37,252.57,4,4,3,11,443,Top,Whale
14699,214,3,39.45,1,1,1,3,111,Low,ImmediatelyAddress
14700,32,27,581.33,3,4,4,11,344,Top,Whale
14701,11,77,630.5199999999999,4,4,4,12,444,Top,Whale
14702,1,74,792.1000000000003,4,4,4,12,444,Top,Whale
14703,15,5,68.53,4,2,2,8,422,Middle,ImmediatelyAddress
14704,20,89,323.3199999999999,3,4,3,10,343,Top,Safe
14708,3,4,185.99999999999997,4,1,3,8,413,Middle,ImmediatelyAddress
14709,15,36,918.95,4,4,4,12,444,Top,Whale
14710,14,24,91.86000000000003,4,4,2,10,442,Top,Safe
14711,10,69,615.32,4,4,4,12,444,Top,Whale
14712,29,6,393.9,3,2,4,9,324,Top,Safe
14713,9,61,413.67999999999995,4,4,4,12,444,Top,Whale
14714,24,1,11.6,3,1,1,5,311,Low,Concerning
14715,25,18,192.68,3,3,3,9,333,Top,Safe
14716,43,17,122.19000000000001,3,3,2,8,332,Middle,ImmediatelyAddress
14719,2,40,261.2899999999999,4,4,3,11,443,Top,Whale
14720,6,6,83.1,4,2,2,8,422,Middle,ImmediatelyAddress
14722,147,5,29.150000000000002,2,2,1,5,221,Low,Concerning
14723,10,62,265.56999999999994,4,4,3,11,443,Top,Whale
14725,25,14,216.8,3,3,3,9,333,Top,Safe
14727,274,4,135.2,1,1,2,4,112,Low,ImmediatelyAddress
14729,374,10,57.98,1,3,1,5,131,Low,Concerning
14730,1,91,431.3599999999997,4,4,4,12,444,Top,Whale
14731,47,12,117.42999999999998,3,3,2,8,332,Middle,ImmediatelyAddress
14732,8,35,621.5,4,4,4,12,444,Top,Whale
14733,16,47,2485.6199999999994,4,4,4,12,444,Top,Whale
14735,4,33,932.0899999999998,4,4,4,12,444,Top,Whale
14737,4,7,516.75,4,2,4,10,424,Top,Safe
14738,43,2,14.86,3,1,1,5,311,Low,Concerning
14739,20,13,748.44,3,3,4,10,334,Top,Safe
14740,197,17,329.7,1,3,3,7,133,Middle,Middle
14741,12,18,448.96,4,3,4,11,434,Top,Whale
14744,16,4,107.94999999999999,4,1,2,7,412,Middle,Middle
14745,113,16,324.87,2,3,3,8,233,Middle,ImmediatelyAddress
14747,249,3,55.599999999999994,1,1,1,3,111,Low,ImmediatelyAddress
14748,29,15,229.60000000000002,3,3,3,9,333,Top,Safe
14752,44,2,260.64,3,1,3,7,313,Middle,Middle
14753,87,5,100.30000000000001,2,2,2,6,222,Middle,Concerning
14754,45,9,159.28,3,2,3,8,323,Middle,ImmediatelyAddress
14755,10,42,912.87,4,4,4,12,444,Top,Whale
14756,15,6,100.77999999999999,4,2,2,8,422,Middle,ImmediatelyAddress
14757,75,4,93.92,2,1,2,5,212,Low,Concerning
14758,145,19,407.0,2,3,4,9,234,Top,Safe
14759,5,32,524.0,4,4,4,12,444,Top,Whale
14760,297,2,43.599999999999994,1,1,1,3,111,Low,ImmediatelyAddress
14761,335,1,10.2,1,1,1,3,111,Low,ImmediatelyAddress
14762,264,3,27.96,1,1,1,3,111,Low,ImmediatelyAddress
14765,29,8,52.82000000000001,3,2,1,6,321,Middle,Concerning
14766,8,22,490.72,4,4,4,12,444,Top,Whale
14768,17,2,89.10000000000001,4,1,2,7,412,Middle,Middle
14769,3,233,2220.16,4,4,4,12,444,Top,Whale
14770,232,12,195.66,1,3,3,7,133,Middle,Middle
14772,112,3,47.25,2,1,1,4,211,Low,ImmediatelyAddress
14775,58,18,267.3,2,3,3,8,233,Middle,ImmediatelyAddress
14776,51,27,565.32,3,4,4,11,344,Top,Whale
14778,127,11,226.06,2,3,3,8,233,Middle,ImmediatelyAddress
14779,324,6,67.65,1,2,2,5,122,Low,Concerning
14780,55,7,123.22,2,2,2,6,222,Middle,Concerning
14782,320,1,25.200000000000003,1,1,1,3,111,Low,ImmediatelyAddress
14784,26,2,30.0,3,1,1,5,311,Low,Concerning
14788,7,4,94.60000000000001,4,1,2,7,412,Middle,Middle
14790,29,3,30.66,3,1,1,5,311,Low,Concerning
14793,21,2,23.2,3,1,1,5,311,Low,Concerning
14794,3,12,204.06,4,3,3,10,433,Top,Safe
14795,166,1,23.85,1,1,1,3,111,Low,ImmediatelyAddress
14796,1,228,1588.870000000001,4,4,4,12,444,Top,Whale
